,condition_1,condition_2,score,statistic,p_value,p_value_adj
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1356954743.5,0.059542900636567614,0.17862870190970284
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1357048650.5,0.06218150527040638,0.18654451581121914
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1355633034.0,0.03125289155174865,0.09375867465524595
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1372446794.0,0.20126226224178534,0.603786786725356
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1371055499.5,0.3207453838753086,0.9622361516259258
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1373632735.0,0.12881784668189664,0.3864535400456899
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1372359033.0,0.20806757647197438,0.6242027294159231
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1373747128.0,0.12304428381097991,0.3691328514329397
31,Psoriasis,T-Cell Lymphoma,egophily_1,1361169778.0,0.30390513664459884,0.9117154099337965
32,Psoriasis,T-Cell Lymphoma,egophily_2,1364344173.5,0.7065611113455269,2.119683334036581
33,Psoriasis,T-Cell Lymphoma,egophily_3,1365648129.5,0.9121067916531433,2.73632037495943
34,Psoriasis,T-Cell Lymphoma,egophily_4,1364676384.0,0.7575849707326935,2.2727549121980806
35,Psoriasis,T-Cell Lymphoma,egophily_5,1363951184.5,0.6479432322589742,1.9438296967769226
36,Eczema,T-Cell Lymphoma,local_homophily_1,877393214.5,0.24168047338366694,0.7250414201510008
37,Eczema,T-Cell Lymphoma,local_homophily_2,878026084.5,0.3231992444492493,0.9695977333477479
38,Eczema,T-Cell Lymphoma,local_homophily_3,877352503.5,0.23827387326216531,0.7148216197864959
39,Eczema,T-Cell Lymphoma,local_homophily_4,876923205.5,0.19315175355232583,0.5794552606569775
40,Eczema,T-Cell Lymphoma,local_homophily_5,874898299.0,0.060550040154049994,0.18165012046214998
41,Eczema,T-Cell Lymphoma,local_entropy_1,885677645.5,0.23496682639738442,0.7049004791921533
42,Eczema,T-Cell Lymphoma,local_entropy_2,883881487.0,0.498942992870424,1.4968289786112718
43,Eczema,T-Cell Lymphoma,local_entropy_3,883608811.5,0.5493981351870781,1.6481944055612345
44,Eczema,T-Cell Lymphoma,local_entropy_4,884035572.5,0.47156015069027535,1.414680452070826
45,Eczema,T-Cell Lymphoma,local_entropy_5,885790581.0,0.2229594124105725,0.6688782372317175
46,Eczema,T-Cell Lymphoma,egophily_1,880410581.0,0.7554835530484755,2.2664506591454265
47,Eczema,T-Cell Lymphoma,egophily_2,883757313.5,0.5215648657447945,1.5646945972343835
48,Eczema,T-Cell Lymphoma,egophily_3,883991145.5,0.4793644624243478,1.4380933872730435
49,Eczema,T-Cell Lymphoma,egophily_4,883086907.5,0.6524624365559121,1.957387309667736
50,Eczema,T-Cell Lymphoma,egophily_5,883507727.5,0.568721365153578,1.7061640954607338
0,Psoriasis,Eczema,global_homophily,215.0,0.13730414860409265,0.4119124458122779
1,Psoriasis,Eczema,global_entropy,351.0,0.19354366517540622,0.5806309955262187
2,Psoriasis,T-Cell Lymphoma,global_homophily,260.0,0.9648203663069477,2.894461098920843
3,Psoriasis,T-Cell Lymphoma,global_entropy,258.0,0.9297090895688758,2.7891272687066273
4,Eczema,T-Cell Lymphoma,global_homophily,294.0,0.221768345593103,0.665305036779309
5,Eczema,T-Cell Lymphoma,global_entropy,178.0,0.1387917384236097,0.4163752152708291
6,Psoriasis,Eczema,local_homophily_1,1148160319.5,0.2161905940136286,0.6485717820408858
7,Psoriasis,Eczema,local_homophily_2,1151088123.5,0.575303531515387,1.725910594546161
8,Psoriasis,Eczema,local_homophily_3,1148114072.0,0.21346360000043518,0.6403908000013055
9,Psoriasis,Eczema,local_homophily_4,1146061812.0,0.08616415285165967,0.258492458554979
10,Psoriasis,Eczema,local_homophily_5,1146535771.0,0.10805290970831871,0.32415872912495614
11,Psoriasis,Eczema,local_entropy_1,1159219019.5,0.1900163706833622,0.5700491120500866
12,Psoriasis,Eczema,local_entropy_2,1161378451.5,0.07093517484399296,0.21280552453197887
13,Psoriasis,Eczema,local_entropy_3,1162323109.5,0.043062386272256996,0.12918715881677098
14,Psoriasis,Eczema,local_entropy_4,1161842512.5,0.05579968788384171,0.16739906365152513
15,Psoriasis,Eczema,local_entropy_5,1161652349.5,0.06164075131486605,0.18492225394459816
16,Psoriasis,Eczema,egophily_1,1153255275.5,0.9504233800876218,2.8512701402628657
17,Psoriasis,Eczema,egophily_2,1151966578.0,0.7201213011112655,2.1603639033337965
18,Psoriasis,Eczema,egophily_3,1153924253.5,0.9267868644156351,2.7803605932469053
19,Psoriasis,Eczema,egophily_4,1154060919.0,0.9018599965963005,2.7055799897889012
20,Psoriasis,Eczema,egophily_5,1152717242.0,0.8527187341666114,2.558156202499834
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1362818427.5,0.4904657143328913,1.4713971429986739
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1367777712.5,0.7458311904018269,2.237493571205481
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1362849234.5,0.4955792078956729,1.4867376236870187
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1363029701.5,0.5191613442900371,1.5574840328701114
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1364299467.5,0.6998238266817453,2.099471480045236
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1369216620.0,0.5363893419679813,1.6091680259039438
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1366497647.0,0.9498038444003558,2.849411533201067
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1368508271.0,0.636073200970516,1.9082196029115481
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1368832428.0,0.5896547124963499,1.76896413748905
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1369567985.0,0.49056036353910615,1.4716810906173183
31,Psoriasis,T-Cell Lymphoma,egophily_1,1364459099.0,0.7230794979855648,2.169238493956694
32,Psoriasis,T-Cell Lymphoma,egophily_2,1362829524.0,0.4929918693100753,1.4789756079302259
33,Psoriasis,T-Cell Lymphoma,egophily_3,1365215481.5,0.842529462091486,2.5275883862744584
34,Psoriasis,T-Cell Lymphoma,egophily_4,1366119379.0,0.9886483358308339,2.965945007492502
35,Psoriasis,T-Cell Lymphoma,egophily_5,1364675611.0,0.7574653500886909,2.2723960502660727
36,Eczema,T-Cell Lymphoma,local_homophily_1,883414023.5,0.5859391115045832,1.7578173345137498
37,Eczema,T-Cell Lymphoma,local_homophily_2,884370312.5,0.4150216863953483,1.2450650591860448
38,Eczema,T-Cell Lymphoma,local_homophily_3,883469569.0,0.576098715128182,1.728296145384546
39,Eczema,T-Cell Lymphoma,local_homophily_4,885116521.0,0.30435606517730407,0.9130681955319122
40,Eczema,T-Cell Lymphoma,local_homophily_5,885572125.5,0.24743007786033322,0.7422902335809997
41,Eczema,T-Cell Lymphoma,local_entropy_1,879107420.0,0.4957448461382208,1.4872345384146624
42,Eczema,T-Cell Lymphoma,local_entropy_2,875731943.5,0.10103532008916619,0.3031059602674986
43,Eczema,T-Cell Lymphoma,local_entropy_3,876286237.5,0.13825244512107934,0.414757335363238
44,Eczema,T-Cell Lymphoma,local_entropy_4,876890313.5,0.18997310808304024,0.5699193242491207
45,Eczema,T-Cell Lymphoma,local_entropy_5,877489870.5,0.2541732716961058,0.7625198150883175
46,Eczema,T-Cell Lymphoma,egophily_1,880590571.5,0.7948031896239467,2.38440956887184
47,Eczema,T-Cell Lymphoma,egophily_2,880525308.0,0.7812693718676389,2.3438081156029167
48,Eczema,T-Cell Lymphoma,egophily_3,880576526.0,0.7924876034849132,2.3774628104547397
49,Eczema,T-Cell Lymphoma,egophily_4,881043428.5,0.8962574105430066,2.6887722316290197
50,Eczema,T-Cell Lymphoma,egophily_5,881144900.5,0.9191113429201356,2.7573340287604067
0,Psoriasis,Eczema,global_homophily,286.0,0.9835347664744437,2.9506042994233312
1,Psoriasis,Eczema,global_entropy,287.0,1.0,3.0
2,Psoriasis,T-Cell Lymphoma,global_homophily,300.0,0.4145284972982055,1.2435854918946165
3,Psoriasis,T-Cell Lymphoma,global_entropy,250.0,0.7912925299856045,2.3738775899568134
4,Eczema,T-Cell Lymphoma,global_homophily,269.0,0.5258089534529393,1.577426860358818
5,Eczema,T-Cell Lymphoma,global_entropy,236.0,0.9064760764185827,2.7194282292557483
6,Psoriasis,Eczema,local_homophily_1,1155651719.0,0.6238558367960171,1.8715675103880511
7,Psoriasis,Eczema,local_homophily_2,1161637741.5,0.06210450820009218,0.18631352460027656
8,Psoriasis,Eczema,local_homophily_3,1163918907.0,0.01684633423353438,0.050539002700603144
9,Psoriasis,Eczema,local_homophily_4,1164400513.5,0.012392013374045557,0.03717604012213667
10,Psoriasis,Eczema,local_homophily_5,1164616293.5,0.010760087317558679,0.03228026195267604
11,Psoriasis,Eczema,local_entropy_1,1153582698.0,0.9893385181110186,2.9680155543330557
12,Psoriasis,Eczema,local_entropy_2,1146743545.5,0.1189415381800227,0.3568246145400681
13,Psoriasis,Eczema,local_entropy_3,1144852313.5,0.046141404412598126,0.13842421323779439
14,Psoriasis,Eczema,local_entropy_4,1145480002.0,0.06434700270316744,0.1930410081095023
15,Psoriasis,Eczema,local_entropy_5,1145057924.5,0.05155635973046268,0.15466907919138803
16,Psoriasis,Eczema,egophily_1,1155698135.5,0.6158810147954206,1.8476430443862617
17,Psoriasis,Eczema,egophily_2,1157858717.0,0.3189188935692915,0.9567566807078745
18,Psoriasis,Eczema,egophily_3,1158737621.5,0.2306534261129911,0.6919602783389733
19,Psoriasis,Eczema,egophily_4,1156893612.0,0.4385420480602146,1.3156261441806438
20,Psoriasis,Eczema,egophily_5,1155583990.5,0.6358392061262089,1.9075176183786269
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1358262790.5,0.10490424166424807,0.3147127249927442
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1359124915.5,0.14947438913389466,0.448423167401684
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1363725698.5,0.6152245334596776,1.8456736003790328
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1366098872.0,0.9853102893602439,2.9559308680807317
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1366801396.0,0.9005794806115196,2.701738441834559
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1368940792.5,0.5741453765382301,1.7224361296146902
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1375490566.0,0.057716040868732166,0.1731481226061965
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1373155586.5,0.15519357719552204,0.4655807315865661
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1372761551.0,0.17991209382610596,0.5397362814783179
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1370683282.0,0.3591528656436931,1.0774585969310793
31,Psoriasis,T-Cell Lymphoma,egophily_1,1361037769.0,0.2913747322010847,0.874124196603254
32,Psoriasis,T-Cell Lymphoma,egophily_2,1361006579.5,0.2902611468892943,0.8707834406678828
33,Psoriasis,T-Cell Lymphoma,egophily_3,1363117805.0,0.5308762896768693,1.5926288690306079
34,Psoriasis,T-Cell Lymphoma,egophily_4,1361026020.5,0.29212697491628614,0.8763809247488584
35,Psoriasis,T-Cell Lymphoma,egophily_5,1360461719.0,0.24256310411407334,0.72768931234222
36,Eczema,T-Cell Lymphoma,local_homophily_1,874735339.0,0.053837393460251466,0.1615121803807544
37,Eczema,T-Cell Lymphoma,local_homophily_2,870728355.5,0.002199533718654551,0.0065986011559636525
38,Eczema,T-Cell Lymphoma,local_homophily_3,871968793.0,0.006742423215892104,0.02022726964767631
39,Eczema,T-Cell Lymphoma,local_homophily_4,873178475.5,0.01800465964973253,0.05401397894919759
40,Eczema,T-Cell Lymphoma,local_homophily_5,873445467.5,0.022041886261477472,0.06612565878443241
41,Eczema,T-Cell Lymphoma,local_entropy_1,883241326.5,0.620834006195848,1.862502018587544
42,Eczema,T-Cell Lymphoma,local_entropy_2,892687561.0,0.001479159211312887,0.004437477633938661
43,Eczema,T-Cell Lymphoma,local_entropy_3,892625129.5,0.0015722961515900592,0.004716888454770178
44,Eczema,T-Cell Lymphoma,local_entropy_4,891855360.0,0.0032584924256889667,0.0097754772770669
45,Eczema,T-Cell Lymphoma,local_entropy_5,890879320.0,0.007702070022949477,0.02310621006884843
46,Eczema,T-Cell Lymphoma,egophily_1,876523570.0,0.15551764131237403,0.4665529239371221
47,Eczema,T-Cell Lymphoma,egophily_2,874846615.5,0.058535947530495486,0.17560784259148646
48,Eczema,T-Cell Lymphoma,egophily_3,875511611.5,0.08866366304636457,0.2659909891390937
49,Eczema,T-Cell Lymphoma,egophily_4,875573502.0,0.09201074982398738,0.27603224947196214
50,Eczema,T-Cell Lymphoma,egophily_5,876201513.0,0.1319622607281849,0.3958867821845547
0,Psoriasis,Eczema,global_homophily,243.0,0.3638500663495302,1.0915501990485907
1,Psoriasis,Eczema,global_entropy,308.0,0.6797886913817313,2.0393660741451938
2,Psoriasis,T-Cell Lymphoma,global_homophily,288.0,0.5814158066743236,1.7442474200229707
3,Psoriasis,T-Cell Lymphoma,global_entropy,227.0,0.4402062445882329,1.3206187337646986
4,Eczema,T-Cell Lymphoma,global_homophily,296.0,0.20450053332564178,0.6135015999769253
5,Eczema,T-Cell Lymphoma,global_entropy,208.0,0.43810444891303435,1.314313346739103
6,Psoriasis,Eczema,local_homophily_1,1144826652.0,0.044933959697302295,0.13480187909190688
7,Psoriasis,Eczema,local_homophily_2,1145603181.0,0.06853385294837824,0.20560155884513473
8,Psoriasis,Eczema,local_homophily_3,1147235721.0,0.1481591275855038,0.44447738275651144
9,Psoriasis,Eczema,local_homophily_4,1147358282.5,0.15622571018876458,0.46867713056629373
10,Psoriasis,Eczema,local_homophily_5,1146471321.0,0.10484057751135407,0.31452173253406224
11,Psoriasis,Eczema,local_entropy_1,1159755816.5,0.15154998288906257,0.4546499486671877
12,Psoriasis,Eczema,local_entropy_2,1161434496.0,0.06894515256889831,0.20683545770669493
13,Psoriasis,Eczema,local_entropy_3,1159829924.5,0.1471070185365804,0.4413210556097412
14,Psoriasis,Eczema,local_entropy_4,1159955744.0,0.1392053249629442,0.41761597488883256
15,Psoriasis,Eczema,local_entropy_5,1161169297.5,0.07878171235750792,0.23634513707252375
16,Psoriasis,Eczema,egophily_1,1149266822.0,0.325714689253611,0.9771440677608331
17,Psoriasis,Eczema,egophily_2,1152864388.5,0.8793187854636044,2.6379563563908133
18,Psoriasis,Eczema,egophily_3,1152540262.5,0.8209312183312318,2.4627936549936953
19,Psoriasis,Eczema,egophily_4,1152451592.5,0.805114079861085,2.415342239583255
20,Psoriasis,Eczema,egophily_5,1152870407.5,0.8804237661697973,2.641271298509392
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1359136223.5,0.14905507646749894,0.4471652294024968
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1357040160.5,0.0619340745511433,0.1858022236534299
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1359050254.5,0.14522711655072446,0.43568134965217337
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1363936119.5,0.6457350360132041,1.9372051080396124
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1364616282.0,0.7482739157108221,2.2448217471324665
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1374408500.5,0.09323534819477464,0.2797060445843239
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1370980725.5,0.3282372786597083,0.9847118359791249
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1370537143.5,0.3749912997964797,1.1249738993894391
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1366450369.5,0.9574875503003298,2.8724626509009896
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1368096416.5,0.6971560460365331,2.091468138109599
31,Psoriasis,T-Cell Lymphoma,egophily_1,1367287930.5,0.82192800817935,2.46578402453805
32,Psoriasis,T-Cell Lymphoma,egophily_2,1367828368.5,0.737996566540746,2.213989699622238
33,Psoriasis,T-Cell Lymphoma,egophily_3,1368241776.0,0.6753434093101922,2.0260302279305766
34,Psoriasis,T-Cell Lymphoma,egophily_4,1368657475.5,0.614513968608039,1.843541905824117
35,Psoriasis,T-Cell Lymphoma,egophily_5,1370027476.5,0.4335262076658214,1.300578622997464
36,Eczema,T-Cell Lymphoma,local_homophily_1,883593014.0,0.5513558005792025,1.6540674017376076
37,Eczema,T-Cell Lymphoma,local_homophily_2,881651845.0,0.9660878984844412,2.8982636954533234
38,Eczema,T-Cell Lymphoma,local_homophily_3,881723318.0,0.9499047051971576,2.849714115591473
39,Eczema,T-Cell Lymphoma,local_homophily_4,884758456.5,0.35476889222702235,1.064306676681067
40,Eczema,T-Cell Lymphoma,local_homophily_5,885884287.5,0.21301157634909806,0.6390347290472942
41,Eczema,T-Cell Lymphoma,local_entropy_1,882074997.5,0.8705838281117241,2.6117514843351723
42,Eczema,T-Cell Lymphoma,local_entropy_2,878513849.5,0.39573194466323003,1.1871958339896902
43,Eczema,T-Cell Lymphoma,local_entropy_3,879468277.0,0.5632434754195575,1.6897304262586728
44,Eczema,T-Cell Lymphoma,local_entropy_4,876781278.0,0.17971102216919765,0.539133066507593
45,Eczema,T-Cell Lymphoma,local_entropy_5,876902215.0,0.1911188571161273,0.5733565713483819
46,Eczema,T-Cell Lymphoma,egophily_1,885454909.0,0.25947725457274706,0.7784317637182412
47,Eczema,T-Cell Lymphoma,egophily_2,883059943.5,0.6579615692761765,1.9738847078285295
48,Eczema,T-Cell Lymphoma,egophily_3,883572120.0,0.5563702180117743,1.669110654035323
49,Eczema,T-Cell Lymphoma,egophily_4,883898879.0,0.4958097477223904,1.4874292431671712
50,Eczema,T-Cell Lymphoma,egophily_5,884481096.5,0.3972425101001861,1.1917275303005583
0,Psoriasis,Eczema,global_homophily,352.0,0.18656646278404687,0.5596993883521406
1,Psoriasis,Eczema,global_entropy,261.0,0.5915598727841795,1.7746796183525386
2,Psoriasis,T-Cell Lymphoma,global_homophily,326.0,0.16473516911059038,0.49420550733177115
3,Psoriasis,T-Cell Lymphoma,global_entropy,242.0,0.6591737034876037,1.9775211104628112
4,Eczema,T-Cell Lymphoma,global_homophily,247.0,0.9064760764185827,2.7194282292557483
5,Eczema,T-Cell Lymphoma,global_entropy,248.0,0.8878845766803175,2.6636537300409526
6,Psoriasis,Eczema,local_homophily_1,1163578194.5,0.020460677880006006,0.06138203364001801
7,Psoriasis,Eczema,local_homophily_2,1156944641.0,0.43163034052684424,1.2948910215805327
8,Psoriasis,Eczema,local_homophily_3,1160796664.0,0.09450064398953179,0.28350193196859536
9,Psoriasis,Eczema,local_homophily_4,1159931328.0,0.14071238513321477,0.4221371553996443
10,Psoriasis,Eczema,local_homophily_5,1158443722.0,0.2580191214679196,0.7740573644037588
11,Psoriasis,Eczema,local_entropy_1,1147590993.5,0.17206404433760447,0.5161921330128134
12,Psoriasis,Eczema,local_entropy_2,1153560115.5,0.9934909474873572,2.9804728424620714
13,Psoriasis,Eczema,local_entropy_3,1148977672.0,0.2957825802974894,0.8873477408924682
14,Psoriasis,Eczema,local_entropy_4,1149162514.0,0.31585215720678395,0.9475564716203518
15,Psoriasis,Eczema,local_entropy_5,1151146945.0,0.5845699462602763,1.7537098387808288
16,Psoriasis,Eczema,egophily_1,1157454263.5,0.36439298878481685,1.0931789663544507
17,Psoriasis,Eczema,egophily_2,1152730758.0,0.8551409537332176,2.565422861199653
18,Psoriasis,Eczema,egophily_3,1149817911.5,0.394032805704129,1.1820984171123872
19,Psoriasis,Eczema,egophily_4,1150631520.5,0.5058977583067046,1.5176932749201137
20,Psoriasis,Eczema,egophily_5,1150485365.5,0.48464926332120417,1.4539477899636126
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1371054427.5,0.3195898728873364,0.9587696186620093
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1364854111.0,0.7853180327948663,2.355954098384599
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1366665242.5,0.922607986428812,2.767823959286436
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1369306194.5,0.5247744640121793,1.574323392036538
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1369065184.0,0.5573195316510676,1.6719585949532028
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1363684903.5,0.6090640416120903,1.8271921248362708
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1366658639.0,0.9236781771317342,2.7710345313952027
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1364302074.0,0.700217846662213,2.100653539986639
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1365809409.0,0.9382470924800183,2.8147412774400546
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1367857132.5,0.7336009504243752,2.2008028512731257
31,Psoriasis,T-Cell Lymphoma,egophily_1,1375302298.0,0.061966194973795005,0.185898584921385
32,Psoriasis,T-Cell Lymphoma,egophily_2,1376822962.5,0.030010752691434942,0.09003225807430483
33,Psoriasis,T-Cell Lymphoma,egophily_3,1374275591.5,0.09894999702289885,0.29684999106869653
34,Psoriasis,T-Cell Lymphoma,egophily_4,1374124191.5,0.10543452243848443,0.3163035673154533
35,Psoriasis,T-Cell Lymphoma,egophily_5,1373104959.5,0.15821667372621107,0.4746500211786332
36,Eczema,T-Cell Lymphoma,local_homophily_1,876968479.0,0.19639395048272412,0.5891818514481724
37,Eczema,T-Cell Lymphoma,local_homophily_2,878023883.0,0.3228927604887737,0.9686782814663211
38,Eczema,T-Cell Lymphoma,local_homophily_3,876253712.5,0.13581009663226679,0.40743028989680036
39,Eczema,T-Cell Lymphoma,local_homophily_4,878627470.5,0.4139406012337423,1.241821803701227
40,Eczema,T-Cell Lymphoma,local_homophily_5,879617738.0,0.5922657726289331,1.7767973178867993
41,Eczema,T-Cell Lymphoma,local_entropy_1,884422717.5,0.4061322369288243,1.2183967107864728
42,Eczema,T-Cell Lymphoma,local_entropy_2,881785251.5,0.9358975423826138,2.8076926271478415
43,Eczema,T-Cell Lymphoma,local_entropy_3,883779098.5,0.5175957709941024,1.552787312982307
44,Eczema,T-Cell Lymphoma,local_entropy_4,884597133.0,0.37911286261584654,1.1373385878475397
45,Eczema,T-Cell Lymphoma,local_entropy_5,884381520.0,0.41321029773701656,1.2396308932110496
46,Eczema,T-Cell Lymphoma,egophily_1,884413151.5,0.406269220489191,1.2188076614675731
47,Eczema,T-Cell Lymphoma,egophily_2,888980157.0,0.033555466030442,0.100666398091326
48,Eczema,T-Cell Lymphoma,egophily_3,889559634.5,0.022030325684788268,0.0660909770543648
49,Eczema,T-Cell Lymphoma,egophily_4,888833475.5,0.03720958879796664,0.11162876639389992
50,Eczema,T-Cell Lymphoma,egophily_5,888320190.0,0.05267402057381796,0.1580220617214539
0,Psoriasis,Eczema,global_homophily,306.0,0.7102827702485229,2.1308483107455687
1,Psoriasis,Eczema,global_entropy,283.0,0.9342091217624057,2.802627365287217
2,Psoriasis,T-Cell Lymphoma,global_homophily,219.0,0.3429937009279119,1.0289811027837357
3,Psoriasis,T-Cell Lymphoma,global_entropy,322.0,0.1932207650981268,0.5796622952943804
4,Eczema,T-Cell Lymphoma,global_homophily,189.0,0.221768345593103,0.665305036779309
5,Eczema,T-Cell Lymphoma,global_entropy,290.0,0.25938251148436664,0.7781475344530999
6,Psoriasis,Eczema,local_homophily_1,1156835725.5,0.44525041467440407,1.3357512440232122
7,Psoriasis,Eczema,local_homophily_2,1159685134.5,0.15661120093300226,0.46983360279900677
8,Psoriasis,Eczema,local_homophily_3,1156941911.5,0.4320060103418294,1.296018031025488
9,Psoriasis,Eczema,local_homophily_4,1159882199.0,0.14378321976241207,0.43134965928723623
10,Psoriasis,Eczema,local_homophily_5,1158851848.5,0.22060185390281517,0.6618055617084455
11,Psoriasis,Eczema,local_entropy_1,1151681343.0,0.6713998377319699,2.0141995131959094
12,Psoriasis,Eczema,local_entropy_2,1148887096.5,0.2862666037061985,0.8587998111185955
13,Psoriasis,Eczema,local_entropy_3,1151220925.0,0.5963124076015449,1.7889372228046347
14,Psoriasis,Eczema,local_entropy_4,1149739044.0,0.3840535421609682,1.1521606264829045
15,Psoriasis,Eczema,local_entropy_5,1149500067.5,0.3547570359265966,1.0642711077797897
16,Psoriasis,Eczema,egophily_1,1153478028.5,0.9914164859340593,2.974249457802178
17,Psoriasis,Eczema,egophily_2,1152900173.5,0.8858135077320568,2.65744052319617
18,Psoriasis,Eczema,egophily_3,1151928136.0,0.7135443387936328,2.140633016380898
19,Psoriasis,Eczema,egophily_4,1151682139.5,0.6718130973691984,2.015439292107595
20,Psoriasis,Eczema,egophily_5,1151345610.5,0.6163421335709243,1.8490264007127728
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1371467280.5,0.28024375871994145,0.8407312761598243
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1371650301.5,0.26514581169660434,0.795437435089813
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1371119898.0,0.31438244523399117,0.9431473357019735
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1372288981.5,0.2132772189178852,0.6398316567536556
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1372158449.5,0.22323519539475623,0.6697055861842687
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1359666852.0,0.1828654162852411,0.5485962488557233
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1357650610.0,0.08147754163170831,0.24443262489512493
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1358482169.0,0.11583312493506998,0.3474993748052099
